"Sector","Indicator_Group_Code","Indicator_Group_Name","Indicator_Code","Indicator_Name","Disaggregation_Type","Level_Of_Difficulty","Sex","Location","Age","Type_Of_Disability","Country_Code","Country_Name","Time","Data","Units_Of_Measure"
"Employment and Time Use","empl","Persons (15+ years) employed (% of population group with relevant disability category)","empl_nosome_dfcl_65up","Employment to population ratio (% of Persons aged 65 or older with none or some degree of functional difficulty)","Level of difficulty, Age","None or some difficulty","All","All","65+","All","SOM","Somalia",2022,18.49036939,"Percent"
"Employment and Time Use","empl","Persons (15+ years) employed (% of population group with relevant disability category)","empl_nosome_dfcl_65up","Employment to population ratio (% of Persons aged 65 or older with none or some degree of functional difficulty)","Level of difficulty, Age","None or some difficulty","All","All","65+","All","LKA","Sri Lanka",2021,24.55247978,"Percent"
"Employment and Time Use","empl","Persons (15+ years) employed (% of population group with relevant disability category)","empl_nosome_dfcl_65up","Employment to population ratio (% of Persons aged 65 or older with none or some degree of functional difficulty)","Level of difficulty, Age","None or some difficulty","All","All","65+","All","TJK","Tajikistan",2016,8.732312902,"Percent"
"Employment and Time Use","empl","Persons (15+ years) employed (% of population group with relevant disability category)","empl_nosome_dfcl_65up","Employment to population ratio (% of Persons aged 65 or older with none or some degree of functional difficulty)","Level of difficulty, Age","None or some difficulty","All","All","65+","All","TZA","Tanzania",2020,54.18093677,"Percent"
"Employment and Time Use","empl","Persons (15+ years) employed (% of population group with relevant disability category)","empl_nosome_dfcl_65up","Employment to population ratio (% of Persons aged 65 or older with none or some degree of functional difficulty)","Level of difficulty, Age","None or some difficulty","All","All","65+","All","TGO","Togo",2018,57.45209473,"Percent"
"Employment and Time Use","empl","Persons (15+ years) employed (% of population group with relevant disability category)","empl_nosome_dfcl_65up","Employment to population ratio (% of Persons aged 65 or older with none or some degree of functional difficulty)","Level of difficulty, Age","None or some difficulty","All","All","65+","All","URY","Uruguay",2011,14.25445794,"Percent"
"Employment and Time Use","empl","Persons (15+ years) employed (% of population group with relevant disability category)","empl_nosome_dfcl_65up","Employment to population ratio (% of Persons aged 65 or older with none or some degree of functional difficulty)","Level of difficulty, Age","None or some difficulty","All","All","65+","All","VUT","Vanuatu",2009,61.60654268,"Percent"
"Employment and Time Use","empl","Persons (15+ years) employed (% of population group with relevant disability category)","empl_nosome_dfcl_65up","Employment to population ratio (% of Persons aged 65 or older with none or some degree of functional difficulty)","Level of difficulty, Age","None or some difficulty","All","All","65+","All","VNM","Viet Nam",2019,32.98310559,"Percent"
"Employment and Time Use","empl","Persons (15+ years) employed (% of population group with relevant disability category)","empl_nosome_dfcl_65up","Employment to population ratio (% of Persons aged 65 or older with none or some degree of functional difficulty)","Level of difficulty, Age","None or some difficulty","All","All","65+","All","PSE","West Bank and Gaza",2009,18.99534138,"Percent"
"Employment and Time Use","empl","Persons (15+ years) employed (% of population group with relevant disability category)","empl_nosome_dfcl_65up","Employment to population ratio (% of Persons aged 65 or older with none or some degree of functional difficulty)","Level of difficulty, Age","None or some difficulty","All","All","65+","All","ZMB","Zambia",2020,34.38283485,"Percent"
"Employment and Time Use","empl","Persons (15+ years) employed (% of population group with relevant disability category)","empl_nosome_dfcl_65up","Employment to population ratio (% of Persons aged 65 or older with none or some degree of functional difficulty)","Level of difficulty, Age","None or some difficulty","All","All","65+","All","ZWE","Zimbabwe",2017,76.37105695,"Percent"
"Employment and Time Use","empl","Persons (15+ years) employed (% of population group with relevant disability category)","empl_nosome_dfcl_all","Employment to population ratio (% of Persons with none or some degree of functional difficulty)","Level of difficulty","None or some difficulty","All","All","All","All","AFG","Afghanistan",2016,42.48641326,"Percent"
"Employment and Time Use","empl","Persons (15+ years) employed (% of population group with relevant disability category)","empl_nosome_dfcl_all","Employment to population ratio (% of Persons with none or some degree of functional difficulty)","Level of difficulty","None or some difficulty","All","All","All","All","BGD","Bangladesh",2016,43.46374946,"Percent"
"Employment and Time Use","empl","Persons (15+ years) employed (% of population group with relevant disability category)","empl_nosome_dfcl_all","Employment to population ratio (% of Persons with none or some degree of functional difficulty)","Level of difficulty","None or some difficulty","All","All","All","All","BEN","Benin",2018,75.82560528,"Percent"
"Employment and Time Use","empl","Persons (15+ years) employed (% of population group with relevant disability category)","empl_nosome_dfcl_all","Employment to population ratio (% of Persons with none or some degree of functional difficulty)","Level of difficulty","None or some difficulty","All","All","All","All","BTN","Bhutan",2017,57.64359025,"Percent"
"Employment and Time Use","empl","Persons (15+ years) employed (% of population group with relevant disability category)","empl_nosome_dfcl_all","Employment to population ratio (% of Persons with none or some degree of functional difficulty)","Level of difficulty","None or some difficulty","All","All","All","All","BOL","Bolivia",2021,65.44791195,"Percent"
"Employment and Time Use","empl","Persons (15+ years) employed (% of population group with relevant disability category)","empl_nosome_dfcl_all","Employment to population ratio (% of Persons with none or some degree of functional difficulty)","Level of difficulty","None or some difficulty","All","All","All","All","BIH","Bosnia and Herzegovina",2015,36.23697477,"Percent"
"Employment and Time Use","empl","Persons (15+ years) employed (% of population group with relevant disability category)","empl_nosome_dfcl_all","Employment to population ratio (% of Persons with none or some degree of functional difficulty)","Level of difficulty","None or some difficulty","All","All","All","All","BRA","Brazil",2022,61.41470347,"Percent"
"Employment and Time Use","empl","Persons (15+ years) employed (% of population group with relevant disability category)","empl_nosome_dfcl_all","Employment to population ratio (% of Persons with none or some degree of functional difficulty)","Level of difficulty","None or some difficulty","All","All","All","All","BFA","Burkina Faso",2018,77.74282551,"Percent"
"Employment and Time Use","empl","Persons (15+ years) employed (% of population group with relevant disability category)","empl_nosome_dfcl_all","Employment to population ratio (% of Persons with none or some degree of functional difficulty)","Level of difficulty","None or some difficulty","All","All","All","All","KHM","Cambodia",2019,78.84714471,"Percent"
"Employment and Time Use","empl","Persons (15+ years) employed (% of population group with relevant disability category)","empl_nosome_dfcl_all","Employment to population ratio (% of Persons with none or some degree of functional difficulty)","Level of difficulty","None or some difficulty","All","All","All","All","KHM","Cambodia",2022,72.40307122,"Percent"
"Employment and Time Use","empl","Persons (15+ years) employed (% of population group with relevant disability category)","empl_nosome_dfcl_all","Employment to population ratio (% of Persons with none or some degree of functional difficulty)","Level of difficulty","None or some difficulty","All","All","All","All","TCD","Chad",2018,68.91408892,"Percent"
"Employment and Time Use","empl","Persons (15+ years) employed (% of population group with relevant disability category)","empl_nosome_dfcl_all","Employment to population ratio (% of Persons with none or some degree of functional difficulty)","Level of difficulty","None or some difficulty","All","All","All","All","CHL","Chile",2017,57.20581215,"Percent"
"Employment and Time Use","empl","Persons (15+ years) employed (% of population group with relevant disability category)","empl_nosome_dfcl_all","Employment to population ratio (% of Persons with none or some degree of functional difficulty)","Level of difficulty","None or some difficulty","All","All","All","All","COL","Colombia",2022,58.51365578,"Percent"
"Employment and Time Use","empl","Persons (15+ years) employed (% of population group with relevant disability category)","empl_nosome_dfcl_all","Employment to population ratio (% of Persons with none or some degree of functional difficulty)","Level of difficulty","None or some difficulty","All","All","All","All","COM","Comoros",2020,48.36330161,"Percent"
"Employment and Time Use","empl","Persons (15+ years) employed (% of population group with relevant disability category)","empl_nosome_dfcl_all","Employment to population ratio (% of Persons with none or some degree of functional difficulty)","Level of difficulty","None or some difficulty","All","All","All","All","CIV","Cote d'Ivoire",2018,65.56020922,"Percent"
"Employment and Time Use","empl","Persons (15+ years) employed (% of population group with relevant disability category)","empl_nosome_dfcl_all","Employment to population ratio (% of Persons with none or some degree of functional difficulty)","Level of difficulty","None or some difficulty","All","All","All","All","DJI","Djibouti",2017,20.69549818,"Percent"
"Employment and Time Use","empl","Persons (15+ years) employed (% of population group with relevant disability category)","empl_nosome_dfcl_all","Employment to population ratio (% of Persons with none or some degree of functional difficulty)","Level of difficulty","None or some difficulty","All","All","All","All","SWZ","Eswatini",2016,38.29935068,"Percent"
"Employment and Time Use","empl","Persons (15+ years) employed (% of population group with relevant disability category)","empl_nosome_dfcl_all","Employment to population ratio (% of Persons with none or some degree of functional difficulty)","Level of difficulty","None or some difficulty","All","All","All","All","ETH","Ethiopia",2021,66.28221338,"Percent"
"Employment and Time Use","empl","Persons (15+ years) employed (% of population group with relevant disability category)","empl_nosome_dfcl_all","Employment to population ratio (% of Persons with none or some degree of functional difficulty)","Level of difficulty","None or some difficulty","All","All","All","All","GAB","Gabon",2017,46.28638324,"Percent"
"Employment and Time Use","empl","Persons (15+ years) employed (% of population group with relevant disability category)","empl_nosome_dfcl_all","Employment to population ratio (% of Persons with none or some degree of functional difficulty)","Level of difficulty","None or some difficulty","All","All","All","All","GMB","Gambia, The",2018,59.18590832,"Percent"
"Employment and Time Use","empl","Persons (15+ years) employed (% of population group with relevant disability category)","empl_nosome_dfcl_all","Employment to population ratio (% of Persons with none or some degree of functional difficulty)","Level of difficulty","None or some difficulty","All","All","All","All","GHA","Ghana",2021,55.25823152,"Percent"
"Employment and Time Use","empl","Persons (15+ years) employed (% of population group with relevant disability category)","empl_nosome_dfcl_all","Employment to population ratio (% of Persons with none or some degree of functional difficulty)","Level of difficulty","None or some difficulty","All","All","All","All","GTM","Guatemala",2018,50.39282006,"Percent"
"Employment and Time Use","empl","Persons (15+ years) employed (% of population group with relevant disability category)","empl_nosome_dfcl_all","Employment to population ratio (% of Persons with none or some degree of functional difficulty)","Level of difficulty","None or some difficulty","All","All","All","All","GIN","Guinea",2018,71.03479052,"Percent"
"Employment and Time Use","empl","Persons (15+ years) employed (% of population group with relevant disability category)","empl_nosome_dfcl_all","Employment to population ratio (% of Persons with none or some degree of functional difficulty)","Level of difficulty","None or some difficulty","All","All","All","All","GNB","Guinea-Bissau",2018,65.615469,"Percent"
"Employment and Time Use","empl","Persons (15+ years) employed (% of population group with relevant disability category)","empl_nosome_dfcl_all","Employment to population ratio (% of Persons with none or some degree of functional difficulty)","Level of difficulty","None or some difficulty","All","All","All","All","HTI","Haiti",2017,49.33446849,"Percent"
"Employment and Time Use","empl","Persons (15+ years) employed (% of population group with relevant disability category)","empl_nosome_dfcl_all","Employment to population ratio (% of Persons with none or some degree of functional difficulty)","Level of difficulty","None or some difficulty","All","All","All","All","IDN","Indonesia",2019,65.61355375,"Percent"
"Employment and Time Use","empl","Persons (15+ years) employed (% of population group with relevant disability category)","empl_nosome_dfcl_all","Employment to population ratio (% of Persons with none or some degree of functional difficulty)","Level of difficulty","None or some difficulty","All","All","All","All","KEN","Kenya",2019,64.31430118,"Percent"
"Employment and Time Use","empl","Persons (15+ years) employed (% of population group with relevant disability category)","empl_nosome_dfcl_all","Employment to population ratio (% of Persons with none or some degree of functional difficulty)","Level of difficulty","None or some difficulty","All","All","All","All","KIR","Kiribati",2020,36.11560077,"Percent"
"Employment and Time Use","empl","Persons (15+ years) employed (% of population group with relevant disability category)","empl_nosome_dfcl_all","Employment to population ratio (% of Persons with none or some degree of functional difficulty)","Level of difficulty","None or some difficulty","All","All","All","All","LSO","Lesotho",2017,42.34071152,"Percent"
"Employment and Time Use","empl","Persons (15+ years) employed (% of population group with relevant disability category)","empl_nosome_dfcl_all","Employment to population ratio (% of Persons with none or some degree of functional difficulty)","Level of difficulty","None or some difficulty","All","All","All","All","LBR","Liberia",2016,70.49445365,"Percent"
"Employment and Time Use","empl","Persons (15+ years) employed (% of population group with relevant disability category)","empl_nosome_dfcl_all","Employment to population ratio (% of Persons with none or some degree of functional difficulty)","Level of difficulty","None or some difficulty","All","All","All","All","MWI","Malawi",2019,70.97553244,"Percent"
"Employment and Time Use","empl","Persons (15+ years) employed (% of population group with relevant disability category)","empl_nosome_dfcl_all","Employment to population ratio (% of Persons with none or some degree of functional difficulty)","Level of difficulty","None or some difficulty","All","All","All","All","MDV","Maldives",2009,48.72060264,"Percent"
"Employment and Time Use","empl","Persons (15+ years) employed (% of population group with relevant disability category)","empl_nosome_dfcl_all","Employment to population ratio (% of Persons with none or some degree of functional difficulty)","Level of difficulty","None or some difficulty","All","All","All","All","MLI","Mali",2018,55.13336813,"Percent"
"Employment and Time Use","empl","Persons (15+ years) employed (% of population group with relevant disability category)","empl_nosome_dfcl_all","Employment to population ratio (% of Persons with none or some degree of functional difficulty)","Level of difficulty","None or some difficulty","All","All","All","All","MRT","Mauritania",2021,28.3076597,"Percent"
"Employment and Time Use","empl","Persons (15+ years) employed (% of population group with relevant disability category)","empl_nosome_dfcl_all","Employment to population ratio (% of Persons with none or some degree of functional difficulty)","Level of difficulty","None or some difficulty","All","All","All","All","MUS","Mauritius",2011,53.89142949,"Percent"
"Employment and Time Use","empl","Persons (15+ years) employed (% of population group with relevant disability category)","empl_nosome_dfcl_all","Employment to population ratio (% of Persons with none or some degree of functional difficulty)","Level of difficulty","None or some difficulty","All","All","All","All","MEX","Mexico",2020,49.32811939,"Percent"
"Employment and Time Use","empl","Persons (15+ years) employed (% of population group with relevant disability category)","empl_nosome_dfcl_all","Employment to population ratio (% of Persons with none or some degree of functional difficulty)","Level of difficulty","None or some difficulty","All","All","All","All","MNG","Mongolia",2020,64.91994178,"Percent"
"Employment and Time Use","empl","Persons (15+ years) employed (% of population group with relevant disability category)","empl_nosome_dfcl_all","Employment to population ratio (% of Persons with none or some degree of functional difficulty)","Level of difficulty","None or some difficulty","All","All","All","All","MAR","Morocco",2014,41.90630067,"Percent"
"Employment and Time Use","empl","Persons (15+ years) employed (% of population group with relevant disability category)","empl_nosome_dfcl_all","Employment to population ratio (% of Persons with none or some degree of functional difficulty)","Level of difficulty","None or some difficulty","All","All","All","All","MMR","Myanmar",2014,60.91725723,"Percent"
"Employment and Time Use","empl","Persons (15+ years) employed (% of population group with relevant disability category)","empl_nosome_dfcl_all","Employment to population ratio (% of Persons with none or some degree of functional difficulty)","Level of difficulty","None or some difficulty","All","All","All","All","NAM","Namibia",2015,60.60238969,"Percent"
"Employment and Time Use","empl","Persons (15+ years) employed (% of population group with relevant disability category)","empl_nosome_dfcl_all","Employment to population ratio (% of Persons with none or some degree of functional difficulty)","Level of difficulty","None or some difficulty","All","All","All","All","NPL","Nepal",2022,65.44537245,"Percent"
"Employment and Time Use","empl","Persons (15+ years) employed (% of population group with relevant disability category)","empl_nosome_dfcl_all","Employment to population ratio (% of Persons with none or some degree of functional difficulty)","Level of difficulty","None or some difficulty","All","All","All","All","NER","Niger",2018,72.13398864,"Percent"
"Employment and Time Use","empl","Persons (15+ years) employed (% of population group with relevant disability category)","empl_nosome_dfcl_all","Employment to population ratio (% of Persons with none or some degree of functional difficulty)","Level of difficulty","None or some difficulty","All","All","All","All","NGA","Nigeria",2018,59.45837399,"Percent"
"Employment and Time Use","empl","Persons (15+ years) employed (% of population group with relevant disability category)","empl_nosome_dfcl_all","Employment to population ratio (% of Persons with none or some degree of functional difficulty)","Level of difficulty","None or some difficulty","All","All","All","All","PAK","Pakistan",2020,50.24744052,"Percent"
"Employment and Time Use","empl","Persons (15+ years) employed (% of population group with relevant disability category)","empl_nosome_dfcl_all","Employment to population ratio (% of Persons with none or some degree of functional difficulty)","Level of difficulty","None or some difficulty","All","All","All","All","RWA","Rwanda",2021,49.21671653,"Percent"
"Employment and Time Use","empl","Persons (15+ years) employed (% of population group with relevant disability category)","empl_nosome_dfcl_all","Employment to population ratio (% of Persons with none or some degree of functional difficulty)","Level of difficulty","None or some difficulty","All","All","All","All","SEN","Senegal",2018,55.93417794,"Percent"
"Employment and Time Use","empl","Persons (15+ years) employed (% of population group with relevant disability category)","empl_nosome_dfcl_all","Employment to population ratio (% of Persons with none or some degree of functional difficulty)","Level of difficulty","None or some difficulty","All","All","All","All","SLE","Sierra Leone",2018,66.1704771,"Percent"
"Employment and Time Use","empl","Persons (15+ years) employed (% of population group with relevant disability category)","empl_nosome_dfcl_all","Employment to population ratio (% of Persons with none or some degree of functional difficulty)","Level of difficulty","None or some difficulty","All","All","All","All","SOM","Somalia",2022,28.34690003,"Percent"
"Employment and Time Use","empl","Persons (15+ years) employed (% of population group with relevant disability category)","empl_nosome_dfcl_all","Employment to population ratio (% of Persons with none or some degree of functional difficulty)","Level of difficulty","None or some difficulty","All","All","All","All","ZAF","South Africa",2016,34.94016756,"Percent"
"Employment and Time Use","empl","Persons (15+ years) employed (% of population group with relevant disability category)","empl_nosome_dfcl_all","Employment to population ratio (% of Persons with none or some degree of functional difficulty)","Level of difficulty","None or some difficulty","All","All","All","All","LKA","Sri Lanka",2021,49.14738056,"Percent"
"Employment and Time Use","empl","Persons (15+ years) employed (% of population group with relevant disability category)","empl_nosome_dfcl_all","Employment to population ratio (% of Persons with none or some degree of functional difficulty)","Level of difficulty","None or some difficulty","All","All","All","All","SUR","Suriname",2012,55.1237281,"Percent"
"Employment and Time Use","empl","Persons (15+ years) employed (% of population group with relevant disability category)","empl_nosome_dfcl_all","Employment to population ratio (% of Persons with none or some degree of functional difficulty)","Level of difficulty","None or some difficulty","All","All","All","All","TJK","Tajikistan",2016,35.12113907,"Percent"
"Employment and Time Use","empl","Persons (15+ years) employed (% of population group with relevant disability category)","empl_nosome_dfcl_all","Employment to population ratio (% of Persons with none or some degree of functional difficulty)","Level of difficulty","None or some difficulty","All","All","All","All","TZA","Tanzania",2020,72.41700024,"Percent"
"Employment and Time Use","empl","Persons (15+ years) employed (% of population group with relevant disability category)","empl_nosome_dfcl_all","Employment to population ratio (% of Persons with none or some degree of functional difficulty)","Level of difficulty","None or some difficulty","All","All","All","All","TLS","Timor-Leste",2016,40.44004922,"Percent"
"Employment and Time Use","empl","Persons (15+ years) employed (% of population group with relevant disability category)","empl_nosome_dfcl_all","Employment to population ratio (% of Persons with none or some degree of functional difficulty)","Level of difficulty","None or some difficulty","All","All","All","All","TGO","Togo",2018,74.21528874,"Percent"
"Employment and Time Use","empl","Persons (15+ years) employed (% of population group with relevant disability category)","empl_nosome_dfcl_all","Employment to population ratio (% of Persons with none or some degree of functional difficulty)","Level of difficulty","None or some difficulty","All","All","All","All","UGA","Uganda",2016,76.02427791,"Percent"
"Employment and Time Use","empl","Persons (15+ years) employed (% of population group with relevant disability category)","empl_nosome_dfcl_all","Employment to population ratio (% of Persons with none or some degree of functional difficulty)","Level of difficulty","None or some difficulty","All","All","All","All","URY","Uruguay",2011,61.77314178,"Percent"
"Employment and Time Use","empl","Persons (15+ years) employed (% of population group with relevant disability category)","empl_nosome_dfcl_all","Employment to population ratio (% of Persons with none or some degree of functional difficulty)","Level of difficulty","None or some difficulty","All","All","All","All","VUT","Vanuatu",2009,67.86763803,"Percent"
"Employment and Time Use","empl","Persons (15+ years) employed (% of population group with relevant disability category)","empl_nosome_dfcl_all","Employment to population ratio (% of Persons with none or some degree of functional difficulty)","Level of difficulty","None or some difficulty","All","All","All","All","VNM","Viet Nam",2019,75.06027273,"Percent"
"Employment and Time Use","empl","Persons (15+ years) employed (% of population group with relevant disability category)","empl_nosome_dfcl_all","Employment to population ratio (% of Persons with none or some degree of functional difficulty)","Level of difficulty","None or some difficulty","All","All","All","All","PSE","West Bank and Gaza",2009,38.28843843,"Percent"
"Employment and Time Use","empl","Persons (15+ years) employed (% of population group with relevant disability category)","empl_nosome_dfcl_all","Employment to population ratio (% of Persons with none or some degree of functional difficulty)","Level of difficulty","None or some difficulty","All","All","All","All","ZMB","Zambia",2020,39.53569931,"Percent"
"Employment and Time Use","empl","Persons (15+ years) employed (% of population group with relevant disability category)","empl_nosome_dfcl_all","Employment to population ratio (% of Persons with none or some degree of functional difficulty)","Level of difficulty","None or some difficulty","All","All","All","All","ZWE","Zimbabwe",2017,74.73178199,"Percent"
"Employment and Time Use","empl","Persons (15+ years) employed (% of population group with relevant disability category)","empl_nosome_dfcl_fem","Employment to population ratio (% of female Persons with none or some degree of functional difficulty)","Level of difficulty, Sex","None or some difficulty","Female","All","All","All","AFG","Afghanistan",2016,18.25911574,"Percent"
"Employment and Time Use","empl","Persons (15+ years) employed (% of population group with relevant disability category)","empl_nosome_dfcl_fem","Employment to population ratio (% of female Persons with none or some degree of functional difficulty)","Level of difficulty, Sex","None or some difficulty","Female","All","All","All","BGD","Bangladesh",2016,10.79793003,"Percent"
"Employment and Time Use","empl","Persons (15+ years) employed (% of population group with relevant disability category)","empl_nosome_dfcl_fem","Employment to population ratio (% of female Persons with none or some degree of functional difficulty)","Level of difficulty, Sex","None or some difficulty","Female","All","All","All","BEN","Benin",2018,75.26438027,"Percent"
"Employment and Time Use","empl","Persons (15+ years) employed (% of population group with relevant disability category)","empl_nosome_dfcl_fem","Employment to population ratio (% of female Persons with none or some degree of functional difficulty)","Level of difficulty, Sex","None or some difficulty","Female","All","All","All","BTN","Bhutan",2017,47.10541101,"Percent"
"Employment and Time Use","empl","Persons (15+ years) employed (% of population group with relevant disability category)","empl_nosome_dfcl_fem","Employment to population ratio (% of female Persons with none or some degree of functional difficulty)","Level of difficulty, Sex","None or some difficulty","Female","All","All","All","BOL","Bolivia",2021,54.78696523,"Percent"
"Employment and Time Use","empl","Persons (15+ years) employed (% of population group with relevant disability category)","empl_nosome_dfcl_fem","Employment to population ratio (% of female Persons with none or some degree of functional difficulty)","Level of difficulty, Sex","None or some difficulty","Female","All","All","All","BIH","Bosnia and Herzegovina",2015,25.27542501,"Percent"
"Employment and Time Use","empl","Persons (15+ years) employed (% of population group with relevant disability category)","empl_nosome_dfcl_fem","Employment to population ratio (% of female Persons with none or some degree of functional difficulty)","Level of difficulty, Sex","None or some difficulty","Female","All","All","All","BRA","Brazil",2022,51.32612334,"Percent"
"Employment and Time Use","empl","Persons (15+ years) employed (% of population group with relevant disability category)","empl_nosome_dfcl_fem","Employment to population ratio (% of female Persons with none or some degree of functional difficulty)","Level of difficulty, Sex","None or some difficulty","Female","All","All","All","BFA","Burkina Faso",2018,73.3192204,"Percent"
"Employment and Time Use","empl","Persons (15+ years) employed (% of population group with relevant disability category)","empl_nosome_dfcl_fem","Employment to population ratio (% of female Persons with none or some degree of functional difficulty)","Level of difficulty, Sex","None or some difficulty","Female","All","All","All","KHM","Cambodia",2019,74.02388325,"Percent"
"Employment and Time Use","empl","Persons (15+ years) employed (% of population group with relevant disability category)","empl_nosome_dfcl_fem","Employment to population ratio (% of female Persons with none or some degree of functional difficulty)","Level of difficulty, Sex","None or some difficulty","Female","All","All","All","KHM","Cambodia",2022,66.13220074,"Percent"
"Employment and Time Use","empl","Persons (15+ years) employed (% of population group with relevant disability category)","empl_nosome_dfcl_fem","Employment to population ratio (% of female Persons with none or some degree of functional difficulty)","Level of difficulty, Sex","None or some difficulty","Female","All","All","All","TCD","Chad",2018,63.96044307,"Percent"
"Employment and Time Use","empl","Persons (15+ years) employed (% of population group with relevant disability category)","empl_nosome_dfcl_fem","Employment to population ratio (% of female Persons with none or some degree of functional difficulty)","Level of difficulty, Sex","None or some difficulty","Female","All","All","All","CHL","Chile",2017,46.87062956,"Percent"
"Employment and Time Use","empl","Persons (15+ years) employed (% of population group with relevant disability category)","empl_nosome_dfcl_fem","Employment to population ratio (% of female Persons with none or some degree of functional difficulty)","Level of difficulty, Sex","None or some difficulty","Female","All","All","All","COL","Colombia",2022,45.96371343,"Percent"
"Employment and Time Use","empl","Persons (15+ years) employed (% of population group with relevant disability category)","empl_nosome_dfcl_fem","Employment to population ratio (% of female Persons with none or some degree of functional difficulty)","Level of difficulty, Sex","None or some difficulty","Female","All","All","All","COM","Comoros",2020,37.58650347,"Percent"
"Employment and Time Use","empl","Persons (15+ years) employed (% of population group with relevant disability category)","empl_nosome_dfcl_fem","Employment to population ratio (% of female Persons with none or some degree of functional difficulty)","Level of difficulty, Sex","None or some difficulty","Female","All","All","All","CIV","Cote d'Ivoire",2018,58.47496872,"Percent"
"Employment and Time Use","empl","Persons (15+ years) employed (% of population group with relevant disability category)","empl_nosome_dfcl_fem","Employment to population ratio (% of female Persons with none or some degree of functional difficulty)","Level of difficulty, Sex","None or some difficulty","Female","All","All","All","DJI","Djibouti",2017,9.136739268,"Percent"
"Employment and Time Use","empl","Persons (15+ years) employed (% of population group with relevant disability category)","empl_nosome_dfcl_fem","Employment to population ratio (% of female Persons with none or some degree of functional difficulty)","Level of difficulty, Sex","None or some difficulty","Female","All","All","All","SWZ","Eswatini",2016,36.66331789,"Percent"
"Employment and Time Use","empl","Persons (15+ years) employed (% of population group with relevant disability category)","empl_nosome_dfcl_fem","Employment to population ratio (% of female Persons with none or some degree of functional difficulty)","Level of difficulty, Sex","None or some difficulty","Female","All","All","All","ETH","Ethiopia",2021,55.13918443,"Percent"
"Employment and Time Use","empl","Persons (15+ years) employed (% of population group with relevant disability category)","empl_nosome_dfcl_fem","Employment to population ratio (% of female Persons with none or some degree of functional difficulty)","Level of difficulty, Sex","None or some difficulty","Female","All","All","All","GAB","Gabon",2017,36.1983066,"Percent"
"Employment and Time Use","empl","Persons (15+ years) employed (% of population group with relevant disability category)","empl_nosome_dfcl_fem","Employment to population ratio (% of female Persons with none or some degree of functional difficulty)","Level of difficulty, Sex","None or some difficulty","Female","All","All","All","GMB","Gambia, The",2018,55.66833562,"Percent"
"Employment and Time Use","empl","Persons (15+ years) employed (% of population group with relevant disability category)","empl_nosome_dfcl_fem","Employment to population ratio (% of female Persons with none or some degree of functional difficulty)","Level of difficulty, Sex","None or some difficulty","Female","All","All","All","GHA","Ghana",2021,50.14432188,"Percent"
"Employment and Time Use","empl","Persons (15+ years) employed (% of population group with relevant disability category)","empl_nosome_dfcl_fem","Employment to population ratio (% of female Persons with none or some degree of functional difficulty)","Level of difficulty, Sex","None or some difficulty","Female","All","All","All","GTM","Guatemala",2018,28.81139474,"Percent"
"Employment and Time Use","empl","Persons (15+ years) employed (% of population group with relevant disability category)","empl_nosome_dfcl_fem","Employment to population ratio (% of female Persons with none or some degree of functional difficulty)","Level of difficulty, Sex","None or some difficulty","Female","All","All","All","GIN","Guinea",2018,67.76783324,"Percent"
"Employment and Time Use","empl","Persons (15+ years) employed (% of population group with relevant disability category)","empl_nosome_dfcl_fem","Employment to population ratio (% of female Persons with none or some degree of functional difficulty)","Level of difficulty, Sex","None or some difficulty","Female","All","All","All","GNB","Guinea-Bissau",2018,62.09944211,"Percent"
"Employment and Time Use","empl","Persons (15+ years) employed (% of population group with relevant disability category)","empl_nosome_dfcl_fem","Employment to population ratio (% of female Persons with none or some degree of functional difficulty)","Level of difficulty, Sex","None or some difficulty","Female","All","All","All","HTI","Haiti",2017,41.21176564,"Percent"
"Employment and Time Use","empl","Persons (15+ years) employed (% of population group with relevant disability category)","empl_nosome_dfcl_fem","Employment to population ratio (% of female Persons with none or some degree of functional difficulty)","Level of difficulty, Sex","None or some difficulty","Female","All","All","All","IDN","Indonesia",2019,50.9202436,"Percent"
"Employment and Time Use","empl","Persons (15+ years) employed (% of population group with relevant disability category)","empl_nosome_dfcl_fem","Employment to population ratio (% of female Persons with none or some degree of functional difficulty)","Level of difficulty, Sex","None or some difficulty","Female","All","All","All","KEN","Kenya",2019,63.41443559,"Percent"
"Employment and Time Use","empl","Persons (15+ years) employed (% of population group with relevant disability category)","empl_nosome_dfcl_fem","Employment to population ratio (% of female Persons with none or some degree of functional difficulty)","Level of difficulty, Sex","None or some difficulty","Female","All","All","All","KIR","Kiribati",2020,28.17397782,"Percent"
"Employment and Time Use","empl","Persons (15+ years) employed (% of population group with relevant disability category)","empl_nosome_dfcl_fem","Employment to population ratio (% of female Persons with none or some degree of functional difficulty)","Level of difficulty, Sex","None or some difficulty","Female","All","All","All","LSO","Lesotho",2017,37.71755363,"Percent"
"Employment and Time Use","empl","Persons (15+ years) employed (% of population group with relevant disability category)","empl_nosome_dfcl_fem","Employment to population ratio (% of female Persons with none or some degree of functional difficulty)","Level of difficulty, Sex","None or some difficulty","Female","All","All","All","LBR","Liberia",2016,65.88493412,"Percent"
"Employment and Time Use","empl","Persons (15+ years) employed (% of population group with relevant disability category)","empl_nosome_dfcl_fem","Employment to population ratio (% of female Persons with none or some degree of functional difficulty)","Level of difficulty, Sex","None or some difficulty","Female","All","All","All","MWI","Malawi",2019,66.80190304,"Percent"
